OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,rating_updated_on
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard & Optional,Standard,2025,KIA,SPORTAGE,2025 Kia Sportage SUV FWD,20721,2024-11-01 11:01:41.919575+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard & Optional,Standard,2025,KIA,SPORTAGE,2025 Kia Sportage SUV AWD,20722,2024-11-01 11:01:41.919575+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard & Optional,Standard,2025,KIA,SPORTAGE HYBRID,2025 Kia Sportage Hybrid SUV FWD,20723,2024-11-01 11:01:41.919575+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard & Optional,Standard,2025,KIA,SPORTAGE HYBRID,2025 Kia Sportage Hybrid SUV AWD,20724,2024-11-01 11:01:41.919575+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard,2025,KIA,SPORTAGE PLUG-IN HYBRID,2025 Kia Sportage Plug-in Hybrid SUV FWD,20725,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard,2025,KIA,SPORTAGE PLUG-IN HYBRID,2025 Kia Sportage Plug-in Hybrid SUV AWD,20726,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard & Optional,Standard,2025,KIA,TELLURIDE,2025 Kia Telluride SUV FWD,20730,2024-11-01 11:01:41.919575+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.143,0.0,No Tip,5,Standard,Standard & Optional,Standard,2025,KIA,TELLURIDE,2025 Kia Telluride SUV AWD,20731,2024-11-01 11:01:41.919575+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DEFENDER 110,2025 Land Rover Land Rover Defender 110 SUV 4WD,20075,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DEFENDER 130,2025 Land Rover Land Rover Defender 130 SUV 4WD,20076,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DEFENDER 90,2025 Land Rover Land Rover Defender 90 SUV 4WD,20074,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DISCOVERY,2025 Land Rover Land Rover Discovery SUV 4WD,20073,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DISCOVERY SPORT,2025 Land Rover Land Rover Discovery Sport SUV 4WD,20072,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER RANGE ROVER,2025 Land Rover Land Rover Range Rover SUV 4WD,20080,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER RANGE ROVER EVOQUE,2025 Land Rover Land Rover Range Rover Evoque SUV 4WD,20077,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER RANGE ROVER SPORT,2025 Land Rover Land Rover Range Rover Sport SUV 4WD,20079,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER RANGE ROVER VELAR,2025 Land Rover Land Rover Range Rover Velar SUV 4WD,20078,2025-08-18 18:27:10.768206+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,ES 250,2025 Lexus ES 250 4 DR AWD,20220,2024-08-13 12:08:38.860638+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,ES 300H,2025 Lexus ES 300h 4 DR FWD,20222,2024-08-13 12:08:38.860638+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,ES 350,2025 Lexus ES 350 4 DR FWD,20221,2024-08-13 12:08:38.860638+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,LEXUS,GX 550,2025 Lexus GX 550 SUV AWD,20239,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,IS 300,2025 Lexus IS 300 4 DR RWD,20223,2024-08-13 12:08:38.860638+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,IS 300,2025 Lexus IS 300 4 DR AWD,20224,2024-08-13 12:08:38.860638+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,IS 350,2025 Lexus IS 350 4 DR RWD,20225,2024-08-13 12:08:38.860638+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,IS 350,2025 Lexus IS 350 4 DR AWD,20226,2024-08-13 12:08:38.860638+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,IS 500,2025 Lexus IS 500 4 DR RWD,20227,2024-08-13 12:08:38.860638+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,LC 500,2025 Lexus LC 500 2 DR RWD,20217,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,LC 500 CONVERTIBLE,2025 Lexus LC 500 CONVERTIBLE C RWD,20219,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,LC 500H,2025 Lexus LC 500h 2 DR RWD,20218,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,LS 500,2025 Lexus LS 500 4 DR RWD,20214,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,LS 500,2025 Lexus LS 500 4 DR AWD,20215,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard,2025,LEXUS,LS 500H,2025 Lexus LS 500h 4 DR AWD,20216,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,LX 600,2025 Lexus LX 600 SUV AWD,20240,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,LX 700H,2025 Lexus LX 700h SUV AWD,20836,2025-08-18 18:27:10.768206+00:00
Not Rated,4,4,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,LEXUS,NX 250,2025 Lexus NX 250 SUV FWD,20031,2025-08-18 18:27:10.768206+00:00
Not Rated,4,4,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,LEXUS,NX 250,2025 Lexus NX 250 SUV AWD,20032,2025-08-18 18:27:10.768206+00:00
Not Rated,4,4,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,LEXUS,NX 350,2025 Lexus NX 350 SUV AWD,20033,2025-08-18 18:27:10.768206+00:00
Not Rated,4,4,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,LEXUS,NX 350H,2025 Lexus NX 350h SUV AWD,20034,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,NX 450H+,2025 Lexus NX 450h+ SUV AWD,20238,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,RC 300,2025 Lexus RC 300 2 DR RWD,20229,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,RC 300,2025 Lexus RC 300 2 DR AWD,20230,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,RC 350,2025 Lexus RC 350 2 DR RWD,20231,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,RC 350,2025 Lexus RC 350 2 DR AWD,20232,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,RC F,2025 Lexus RC F 2 DR RWD,20228,2025-08-18 18:27:10.768206+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,RX 350,2025 Lexus RX 350 SUV FWD,20233,2024-08-13 12:08:38.860638+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,RX 350,2025 Lexus RX 350 SUV AWD,20234,2024-08-13 12:08:38.860638+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,RX 350H,2025 Lexus RX 350h SUV AWD,20235,2024-08-13 12:08:38.860638+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,RX 450H+,2025 Lexus RX 450h+ SUV AWD,20237,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,RX 500H,2025 Lexus RX 500h SUV AWD,20236,2024-08-13 12:08:38.860638+00:00
Not Rated,5,5,5,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,4,Standard,Standard,Standard,2025,LEXUS,RZ 300E,2025 Lexus RZ 300e SUV FWD,20241,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.105,0.0,No Tip,4,Standard,Standard,Standard,2025,LEXUS,RZ 450E,2025 Lexus RZ 450e SUV AWD,20242,2024-08-13 12:08:38.860638+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,TX 350,2025 Lexus TX 350 SUV FWD,20243,2025-04-20 00:47:08.376099+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,TX 350,2025 Lexus TX 350 SUV AWD,20244,2025-04-20 11:10:22.314768+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,TX 350 LATER RELEASE,2025 LEXUS TX 350 LATER RELEASE SUV AWD,20865,2025-08-11 02:44:11.790120+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,TX 500H,2025 Lexus TX 500h SUV AWD,20245,2025-04-20 11:10:22.314768+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LEXUS,TX 550H+,2025 Lexus TX 550h+ SUV AWD,20246,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.14,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,UX 300H,2025 Lexus UX 300h 5HB FWD,20029,2024-05-25 12:30:30.278697+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.14,0.0,No Tip,5,Standard,Standard,Standard,2025,LEXUS,UX 300H,2025 Lexus UX 300h 5HB AWD,20030,2024-05-25 12:31:50.348814+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,Standard,Standard,Standard,2025,LINCOLN,AVIATOR,2025 Lincoln Aviator SUV RWD,20052,2025-04-20 00:47:08.376099+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,Standard,Standard,Standard,2025,LINCOLN,AVIATOR,2025 Lincoln Aviator SUV 4WD,20053,2025-04-20 00:47:08.376099+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,LINCOLN,CORSAIR GAS,2025 Lincoln Corsair Gas SUV FWD,20360,2024-08-30 02:19:00.312519+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard,Standard,2025,LINCOLN,CORSAIR GAS,2025 Lincoln Corsair Gas SUV AWD,20361,2024-08-30 02:19:00.312519+00:00
Not Rated,4,4,5,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,LINCOLN,CORSAIR PHEV,2025 Lincoln Corsair PHEV SUV AWD,20362,2025-08-18 18:27:10.768206+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,LINCOLN,NAUTILUS,2025 Lincoln Nautilus SUV AWD,20363,2025-06-06 05:09:28.463519+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,LINCOLN,NAUTILUS FHEV,2025 Lincoln Nautilus FHEV SUV AWD,20364,2025-06-06 05:09:28.463519+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LINCOLN,NAVIGATOR,2025 Lincoln Navigator SUV 4WD,20365,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,LINCOLN,NAVIGATOR L,2025 Lincoln Navigator L SUV 4WD,20366,2025-08-18 18:27:10.768206+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.052,0.0,No Tip,5,Standard,Standard,Standard,2025,LUCID,AIR,2025 Lucid Air 4 DR RWD,20713,2024-10-12 11:31:03.791697+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.052,0.0,No Tip,5,Standard,Standard,Standard,2025,LUCID,AIR,2025 Lucid Air 4 DR AWD,20714,2024-10-12 11:31:03.791697+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,CX-30,2025 Mazda CX-30 SUV AWD,20107,2024-07-17 10:13:52.870943+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,CX-5,2025 Mazda CX-5 SUV AWD,20108,2024-07-17 10:13:52.870943+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,MAZDA,CX-50,2025 Mazda CX-50 SUV AWD,20110,2024-10-30 00:00:48.119486+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,MAZDA,CX-50 HYBRID,2025 Mazda CX-50 HYBRID SUV AWD,20111,2024-10-30 00:00:48.119486+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,CX-70,2025 Mazda CX-70 SUV AWD,20115,2025-05-20 05:19:52.044972+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.127,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,CX-70 PHEV,2025 Mazda CX-70 PHEV SUV AWD,20114,2025-05-20 05:19:52.044972+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,CX-90,2025 Mazda CX-90 SUV AWD,20113,2024-07-17 10:13:52.870943+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.127,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,CX-90 PHEV,2025 Mazda CX-90 PHEV SUV AWD,20112,2024-07-17 10:13:52.870943+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,MAZDA3 HATCHBACK,2025 Mazda MAZDA3 HATCHBACK 5 HB FWD,20105,2024-07-17 10:13:52.870943+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,MAZDA3 HATCHBACK,2025 Mazda MAZDA3 HATCHBACK 5 HB AWD,20106,2024-07-17 10:13:52.870943+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,MAZDA3 SEDAN,2025 Mazda MAZDA3 SEDAN 4 DR FWD,20103,2024-07-17 10:13:52.870943+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,Standard,Standard,Standard,2025,MAZDA,MAZDA3 SEDAN,2025 Mazda MAZDA3 SEDAN 4 DR AWD,20104,2024-07-17 10:13:52.870943+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,MAZDA,MX-5,2025 Mazda MX-5 C RWD,20109,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (HO),2025 Mercedes-Benz Mercedes-Benz eSprinter (HO) CV RWD,20642,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (SO),2025 Mercedes-Benz Mercedes-Benz eSprinter (SO) CV RWD,20641,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025 Mercedes-Benz Sprinter 2500 Cargo Van (LWB) CV RWD,20634,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025 Mercedes-Benz Sprinter 2500 Cargo Van (LWB) CV AWD,20635,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025 Mercedes-Benz Sprinter 2500 Cargo Van (SWB) CV RWD,20632,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025 Mercedes-Benz Sprinter 2500 Cargo Van (SWB) CV AWD,20633,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025 Mercedes-Benz Sprinter 2500 Crew Van (LWB) PV RWD,20639,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025 Mercedes-Benz Sprinter 2500 Crew Van (LWB) PV AWD,20640,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025 Mercedes-Benz Sprinter 2500 Crew Van (SWB) PV RWD,20637,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025 Mercedes-Benz Sprinter 2500 Crew Van (SWB) PV AWD,20638,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,1,Not Rated,0.99,0.0,No Tip,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025 Mercedes-Benz Sprinter 2500 Passenger Van (12-passenger) PV RWD,20629,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,1,Not Rated,0.924,0.0,No Tip,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025 Mercedes-Benz Sprinter 2500 Passenger Van (12-passenger) PV AWD,20630,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,1,Not Rated,0.99,0.0,No Tip,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (15-PASSENGER),2025 Mercedes-Benz Sprinter 2500 Passenger Van (15-passenger) PV RWD,20631,2025-08-18 18:27:10.768206+00:00
